paragraph,is_coherent
"THE PILOT AND PASSENGER HAD CONDUCTED A 30 TO 40 MINUTE LOCAL FLIGHT IN THE PILOT'S AIRPLANE, AND RETURNED TO THE AIRPORT. THE ENGINE WAS HEARD TO COUGH AND THEN STOP. THE PILOT AND PASSENGER THEN DEPARTED IN THE AIRPLANE FOR ANOTHER FLIGHT. THE ENGINE WAS NOT EQUIPPED WITH A FUEL PRIMER SYSTEM. SEVERAL MINUTES AFTER TAKEOFF, THE AIRPLANE WAS OBSERVED INBOUND TO THE AIRPORT AT A LOW ALTITUDE, FLYING OVER PROPERTY OWNED BY THE PILOT. THE PILOT TOLD THE REFUELER HE WAS TRYING TO DRY OUT THE RIGHT TANK TO PERFORM MAINTENANCE ON IT. NO ENGINE OR AIRFRAME ANOMALIES WERE NOTED. EXAMINATION REVEALED THE FUEL TANKS WERE RUPTURED ON IMPACT, AND THE FUEL SELECTOR WAS SET TO THE LEFT TANK. THE AIRPLANE IMPACTED IN A OPEN FIELD OWNED BY THE PILOT. THE AIRPLANE THEN PERFORMED A LEFT 180 DEGREE TURN AND NOSED INTO THE GROUND. THE PILOT HAD THE AIRPORT REFUELER PUT 10 GALLONS OF FUEL INTO THE LEFT WING TANK ONLY.",0
"THE ENGINE WAS HEARD TO COUGH AND THEN STOP. THE PILOT TOLD THE REFUELER HE WAS TRYING TO DRY OUT THE RIGHT TANK TO PERFORM MAINTENANCE ON IT. THE AIRPLANE IMPACTED IN A OPEN FIELD OWNED BY THE PILOT. THE PILOT AND PASSENGER HAD CONDUCTED A 30 TO 40 MINUTE LOCAL FLIGHT IN THE PILOT'S AIRPLANE, AND RETURNED TO THE AIRPORT. THE AIRPLANE THEN PERFORMED A LEFT 180 DEGREE TURN AND NOSED INTO THE GROUND. SEVERAL MINUTES AFTER TAKEOFF, THE AIRPLANE WAS OBSERVED INBOUND TO THE AIRPORT AT A LOW ALTITUDE, FLYING OVER PROPERTY OWNED BY THE PILOT. THE PILOT HAD THE AIRPORT REFUELER PUT 10 GALLONS OF FUEL INTO THE LEFT WING TANK ONLY. EXAMINATION REVEALED THE FUEL TANKS WERE RUPTURED ON IMPACT, AND THE FUEL SELECTOR WAS SET TO THE LEFT TANK. THE ENGINE WAS NOT EQUIPPED WITH A FUEL PRIMER SYSTEM. NO ENGINE OR AIRFRAME ANOMALIES WERE NOTED. THE PILOT AND PASSENGER THEN DEPARTED IN THE AIRPLANE FOR ANOTHER FLIGHT.",0
"SEVERAL MINUTES AFTER TAKEOFF, THE AIRPLANE WAS OBSERVED INBOUND TO THE AIRPORT AT A LOW ALTITUDE, FLYING OVER PROPERTY OWNED BY THE PILOT. THE ENGINE WAS NOT EQUIPPED WITH A FUEL PRIMER SYSTEM. THE PILOT AND PASSENGER HAD CONDUCTED A 30 TO 40 MINUTE LOCAL FLIGHT IN THE PILOT'S AIRPLANE, AND RETURNED TO THE AIRPORT. NO ENGINE OR AIRFRAME ANOMALIES WERE NOTED. THE AIRPLANE IMPACTED IN A OPEN FIELD OWNED BY THE PILOT. THE AIRPLANE THEN PERFORMED A LEFT 180 DEGREE TURN AND NOSED INTO THE GROUND. THE ENGINE WAS HEARD TO COUGH AND THEN STOP. THE PILOT HAD THE AIRPORT REFUELER PUT 10 GALLONS OF FUEL INTO THE LEFT WING TANK ONLY. THE PILOT TOLD THE REFUELER HE WAS TRYING TO DRY OUT THE RIGHT TANK TO PERFORM MAINTENANCE ON IT. THE PILOT AND PASSENGER THEN DEPARTED IN THE AIRPLANE FOR ANOTHER FLIGHT. EXAMINATION REVEALED THE FUEL TANKS WERE RUPTURED ON IMPACT, AND THE FUEL SELECTOR WAS SET TO THE LEFT TANK.",0
"THE AIRPLANE IMPACTED IN A OPEN FIELD OWNED BY THE PILOT. THE ENGINE WAS HEARD TO COUGH AND THEN STOP. THE ENGINE WAS NOT EQUIPPED WITH A FUEL PRIMER SYSTEM. THE PILOT TOLD THE REFUELER HE WAS TRYING TO DRY OUT THE RIGHT TANK TO PERFORM MAINTENANCE ON IT. EXAMINATION REVEALED THE FUEL TANKS WERE RUPTURED ON IMPACT, AND THE FUEL SELECTOR WAS SET TO THE LEFT TANK. THE AIRPLANE THEN PERFORMED A LEFT 180 DEGREE TURN AND NOSED INTO THE GROUND. SEVERAL MINUTES AFTER TAKEOFF, THE AIRPLANE WAS OBSERVED INBOUND TO THE AIRPORT AT A LOW ALTITUDE, FLYING OVER PROPERTY OWNED BY THE PILOT. THE PILOT HAD THE AIRPORT REFUELER PUT 10 GALLONS OF FUEL INTO THE LEFT WING TANK ONLY. THE PILOT AND PASSENGER THEN DEPARTED IN THE AIRPLANE FOR ANOTHER FLIGHT. THE PILOT AND PASSENGER HAD CONDUCTED A 30 TO 40 MINUTE LOCAL FLIGHT IN THE PILOT'S AIRPLANE, AND RETURNED TO THE AIRPORT. NO ENGINE OR AIRFRAME ANOMALIES WERE NOTED.",0
"THE PILOT AND PASSENGER THEN DEPARTED IN THE AIRPLANE FOR ANOTHER FLIGHT. SEVERAL MINUTES AFTER TAKEOFF, THE AIRPLANE WAS OBSERVED INBOUND TO THE AIRPORT AT A LOW ALTITUDE, FLYING OVER PROPERTY OWNED BY THE PILOT. THE AIRPLANE IMPACTED IN A OPEN FIELD OWNED BY THE PILOT. THE AIRPLANE THEN PERFORMED A LEFT 180 DEGREE TURN AND NOSED INTO THE GROUND. THE ENGINE WAS HEARD TO COUGH AND THEN STOP. THE PILOT TOLD THE REFUELER HE WAS TRYING TO DRY OUT THE RIGHT TANK TO PERFORM MAINTENANCE ON IT. THE PILOT HAD THE AIRPORT REFUELER PUT 10 GALLONS OF FUEL INTO THE LEFT WING TANK ONLY. THE PILOT AND PASSENGER HAD CONDUCTED A 30 TO 40 MINUTE LOCAL FLIGHT IN THE PILOT'S AIRPLANE, AND RETURNED TO THE AIRPORT. EXAMINATION REVEALED THE FUEL TANKS WERE RUPTURED ON IMPACT, AND THE FUEL SELECTOR WAS SET TO THE LEFT TANK. NO ENGINE OR AIRFRAME ANOMALIES WERE NOTED. THE ENGINE WAS NOT EQUIPPED WITH A FUEL PRIMER SYSTEM.",0
"THE AIRPLANE THEN PERFORMED A LEFT 180 DEGREE TURN AND NOSED INTO THE GROUND. SEVERAL MINUTES AFTER TAKEOFF, THE AIRPLANE WAS OBSERVED INBOUND TO THE AIRPORT AT A LOW ALTITUDE, FLYING OVER PROPERTY OWNED BY THE PILOT. THE PILOT TOLD THE REFUELER HE WAS TRYING TO DRY OUT THE RIGHT TANK TO PERFORM MAINTENANCE ON IT. THE PILOT AND PASSENGER THEN DEPARTED IN THE AIRPLANE FOR ANOTHER FLIGHT. THE PILOT HAD THE AIRPORT REFUELER PUT 10 GALLONS OF FUEL INTO THE LEFT WING TANK ONLY. THE PILOT AND PASSENGER HAD CONDUCTED A 30 TO 40 MINUTE LOCAL FLIGHT IN THE PILOT'S AIRPLANE, AND RETURNED TO THE AIRPORT. THE AIRPLANE IMPACTED IN A OPEN FIELD OWNED BY THE PILOT. THE ENGINE WAS NOT EQUIPPED WITH A FUEL PRIMER SYSTEM. EXAMINATION REVEALED THE FUEL TANKS WERE RUPTURED ON IMPACT, AND THE FUEL SELECTOR WAS SET TO THE LEFT TANK. THE ENGINE WAS HEARD TO COUGH AND THEN STOP. NO ENGINE OR AIRFRAME ANOMALIES WERE NOTED.",0
"THE PILOT TOLD THE REFUELER HE WAS TRYING TO DRY OUT THE RIGHT TANK TO PERFORM MAINTENANCE ON IT. THE PILOT HAD THE AIRPORT REFUELER PUT 10 GALLONS OF FUEL INTO THE LEFT WING TANK ONLY. THE PILOT AND PASSENGER THEN DEPARTED IN THE AIRPLANE FOR ANOTHER FLIGHT. SEVERAL MINUTES AFTER TAKEOFF, THE AIRPLANE WAS OBSERVED INBOUND TO THE AIRPORT AT A LOW ALTITUDE, FLYING OVER PROPERTY OWNED BY THE PILOT. NO ENGINE OR AIRFRAME ANOMALIES WERE NOTED. THE AIRPLANE IMPACTED IN A OPEN FIELD OWNED BY THE PILOT. THE AIRPLANE THEN PERFORMED A LEFT 180 DEGREE TURN AND NOSED INTO THE GROUND. THE ENGINE WAS HEARD TO COUGH AND THEN STOP. THE PILOT AND PASSENGER HAD CONDUCTED A 30 TO 40 MINUTE LOCAL FLIGHT IN THE PILOT'S AIRPLANE, AND RETURNED TO THE AIRPORT. THE ENGINE WAS NOT EQUIPPED WITH A FUEL PRIMER SYSTEM. EXAMINATION REVEALED THE FUEL TANKS WERE RUPTURED ON IMPACT, AND THE FUEL SELECTOR WAS SET TO THE LEFT TANK.",0
"THE PILOT TOLD THE REFUELER HE WAS TRYING TO DRY OUT THE RIGHT TANK TO PERFORM MAINTENANCE ON IT. THE ENGINE WAS NOT EQUIPPED WITH A FUEL PRIMER SYSTEM. THE AIRPLANE THEN PERFORMED A LEFT 180 DEGREE TURN AND NOSED INTO THE GROUND. THE PILOT HAD THE AIRPORT REFUELER PUT 10 GALLONS OF FUEL INTO THE LEFT WING TANK ONLY. THE AIRPLANE IMPACTED IN A OPEN FIELD OWNED BY THE PILOT. THE PILOT AND PASSENGER HAD CONDUCTED A 30 TO 40 MINUTE LOCAL FLIGHT IN THE PILOT'S AIRPLANE, AND RETURNED TO THE AIRPORT. NO ENGINE OR AIRFRAME ANOMALIES WERE NOTED. SEVERAL MINUTES AFTER TAKEOFF, THE AIRPLANE WAS OBSERVED INBOUND TO THE AIRPORT AT A LOW ALTITUDE, FLYING OVER PROPERTY OWNED BY THE PILOT. THE ENGINE WAS HEARD TO COUGH AND THEN STOP. THE PILOT AND PASSENGER THEN DEPARTED IN THE AIRPLANE FOR ANOTHER FLIGHT. EXAMINATION REVEALED THE FUEL TANKS WERE RUPTURED ON IMPACT, AND THE FUEL SELECTOR WAS SET TO THE LEFT TANK.",0
"THE AIRPLANE IMPACTED IN A OPEN FIELD OWNED BY THE PILOT. THE ENGINE WAS NOT EQUIPPED WITH A FUEL PRIMER SYSTEM. THE PILOT AND PASSENGER HAD CONDUCTED A 30 TO 40 MINUTE LOCAL FLIGHT IN THE PILOT'S AIRPLANE, AND RETURNED TO THE AIRPORT. THE PILOT HAD THE AIRPORT REFUELER PUT 10 GALLONS OF FUEL INTO THE LEFT WING TANK ONLY. THE PILOT TOLD THE REFUELER HE WAS TRYING TO DRY OUT THE RIGHT TANK TO PERFORM MAINTENANCE ON IT. THE AIRPLANE THEN PERFORMED A LEFT 180 DEGREE TURN AND NOSED INTO THE GROUND. SEVERAL MINUTES AFTER TAKEOFF, THE AIRPLANE WAS OBSERVED INBOUND TO THE AIRPORT AT A LOW ALTITUDE, FLYING OVER PROPERTY OWNED BY THE PILOT. THE ENGINE WAS HEARD TO COUGH AND THEN STOP. NO ENGINE OR AIRFRAME ANOMALIES WERE NOTED. EXAMINATION REVEALED THE FUEL TANKS WERE RUPTURED ON IMPACT, AND THE FUEL SELECTOR WAS SET TO THE LEFT TANK. THE PILOT AND PASSENGER THEN DEPARTED IN THE AIRPLANE FOR ANOTHER FLIGHT.",0
"SEVERAL MINUTES AFTER TAKEOFF, THE AIRPLANE WAS OBSERVED INBOUND TO THE AIRPORT AT A LOW ALTITUDE, FLYING OVER PROPERTY OWNED BY THE PILOT. THE ENGINE WAS NOT EQUIPPED WITH A FUEL PRIMER SYSTEM. THE ENGINE WAS HEARD TO COUGH AND THEN STOP. THE PILOT AND PASSENGER THEN DEPARTED IN THE AIRPLANE FOR ANOTHER FLIGHT. THE PILOT TOLD THE REFUELER HE WAS TRYING TO DRY OUT THE RIGHT TANK TO PERFORM MAINTENANCE ON IT. NO ENGINE OR AIRFRAME ANOMALIES WERE NOTED. THE PILOT AND PASSENGER HAD CONDUCTED A 30 TO 40 MINUTE LOCAL FLIGHT IN THE PILOT'S AIRPLANE, AND RETURNED TO THE AIRPORT. EXAMINATION REVEALED THE FUEL TANKS WERE RUPTURED ON IMPACT, AND THE FUEL SELECTOR WAS SET TO THE LEFT TANK. THE AIRPLANE THEN PERFORMED A LEFT 180 DEGREE TURN AND NOSED INTO THE GROUND. THE PILOT HAD THE AIRPORT REFUELER PUT 10 GALLONS OF FUEL INTO THE LEFT WING TANK ONLY. THE AIRPLANE IMPACTED IN A OPEN FIELD OWNED BY THE PILOT.",0
"SEVERAL MINUTES AFTER TAKEOFF, THE AIRPLANE WAS OBSERVED INBOUND TO THE AIRPORT AT A LOW ALTITUDE, FLYING OVER PROPERTY OWNED BY THE PILOT. THE PILOT HAD THE AIRPORT REFUELER PUT 10 GALLONS OF FUEL INTO THE LEFT WING TANK ONLY. THE PILOT TOLD THE REFUELER HE WAS TRYING TO DRY OUT THE RIGHT TANK TO PERFORM MAINTENANCE ON IT. THE AIRPLANE THEN PERFORMED A LEFT 180 DEGREE TURN AND NOSED INTO THE GROUND. THE AIRPLANE IMPACTED IN A OPEN FIELD OWNED BY THE PILOT. EXAMINATION REVEALED THE FUEL TANKS WERE RUPTURED ON IMPACT, AND THE FUEL SELECTOR WAS SET TO THE LEFT TANK. THE ENGINE WAS NOT EQUIPPED WITH A FUEL PRIMER SYSTEM. THE PILOT AND PASSENGER HAD CONDUCTED A 30 TO 40 MINUTE LOCAL FLIGHT IN THE PILOT'S AIRPLANE, AND RETURNED TO THE AIRPORT. THE ENGINE WAS HEARD TO COUGH AND THEN STOP. THE PILOT AND PASSENGER THEN DEPARTED IN THE AIRPLANE FOR ANOTHER FLIGHT. NO ENGINE OR AIRFRAME ANOMALIES WERE NOTED.",0
"THE LONGITUDINAL WRECKAGE DISTRIBUTION WAS MINIMAL, INDICATING SLOW FORWARD VELOCITY AT TREE IMPACT. PERFORMANCE EVALUATION SHOWED THAT WITH THESE CONDITIONS, THE HELICOPTER WOULD HAVE BEEN UNABLE TO MAINTAIN A HOVER OUT OF GROUND EFFECT. SHORTLY AFTER PASSING OVER TERRAIN NEAR 10,000 FEET, THE PILOT RADIOED A MAYDAY AND DECLARED THAT THE ENGINE WAS LOSING POWER. AN EXAM OF THE ENGINE REVEALED EVIDENCE OF POWER PRODUCTION DURING IMPACT; NO PREIMPACT PART FAILURE/MALFUNCTION WAS FOUND. AT ABOUT 1843 MDT, THE HELICOPTER CHANGED COURSE AND PROCEEDED OVER MOUNTAINOUS TERRAIN WITH A MODE C ALTITUDE READOUT OF 9600 TO 9800 FEET MSL. THE ROTOR BLADES SHOWED ROTATIONAL ENERGY IMPACT SIGNATURES. THE DENSITY ALTITUDE WAS ESTIMATED TO BE ABOUT 12,000 FEET, AND THE HELICOPTER'S GROSS WEIGHT AT THE TIME OF THE ACCIDENT WAS ESTIMATED TO BE 1977 POUNDS. SUBSEQUENTLY, IT CRASHED AT AN ELEVATION OF APPROXIMATELY 8850 FEET AFTER IMPACTING TREES. THE TERRAIN ELEVATION ALONG THE FLIGHT PATH CHANGED FROM 7700 TO ABOUT 10,000 FEET. THE HELICOPTER BEGAN A DESCENT, ROUGHLY FOLLOWING A CANYON DRAINAGE AREA. WHILE RETURNING TO SALT LAKE CITY FROM THE SOUTHEAST, THE PILOT REPORTED SEEING THUNDERSTORMS IN THE AREA.",0
"AN EXAM OF THE ENGINE REVEALED EVIDENCE OF POWER PRODUCTION DURING IMPACT; NO PREIMPACT PART FAILURE/MALFUNCTION WAS FOUND. THE DENSITY ALTITUDE WAS ESTIMATED TO BE ABOUT 12,000 FEET, AND THE HELICOPTER'S GROSS WEIGHT AT THE TIME OF THE ACCIDENT WAS ESTIMATED TO BE 1977 POUNDS. THE ROTOR BLADES SHOWED ROTATIONAL ENERGY IMPACT SIGNATURES. THE LONGITUDINAL WRECKAGE DISTRIBUTION WAS MINIMAL, INDICATING SLOW FORWARD VELOCITY AT TREE IMPACT. SHORTLY AFTER PASSING OVER TERRAIN NEAR 10,000 FEET, THE PILOT RADIOED A MAYDAY AND DECLARED THAT THE ENGINE WAS LOSING POWER. THE TERRAIN ELEVATION ALONG THE FLIGHT PATH CHANGED FROM 7700 TO ABOUT 10,000 FEET. THE HELICOPTER BEGAN A DESCENT, ROUGHLY FOLLOWING A CANYON DRAINAGE AREA. AT ABOUT 1843 MDT, THE HELICOPTER CHANGED COURSE AND PROCEEDED OVER MOUNTAINOUS TERRAIN WITH A MODE C ALTITUDE READOUT OF 9600 TO 9800 FEET MSL. WHILE RETURNING TO SALT LAKE CITY FROM THE SOUTHEAST, THE PILOT REPORTED SEEING THUNDERSTORMS IN THE AREA. SUBSEQUENTLY, IT CRASHED AT AN ELEVATION OF APPROXIMATELY 8850 FEET AFTER IMPACTING TREES. PERFORMANCE EVALUATION SHOWED THAT WITH THESE CONDITIONS, THE HELICOPTER WOULD HAVE BEEN UNABLE TO MAINTAIN A HOVER OUT OF GROUND EFFECT.",0
"THE HELICOPTER BEGAN A DESCENT, ROUGHLY FOLLOWING A CANYON DRAINAGE AREA. SHORTLY AFTER PASSING OVER TERRAIN NEAR 10,000 FEET, THE PILOT RADIOED A MAYDAY AND DECLARED THAT THE ENGINE WAS LOSING POWER. THE DENSITY ALTITUDE WAS ESTIMATED TO BE ABOUT 12,000 FEET, AND THE HELICOPTER'S GROSS WEIGHT AT THE TIME OF THE ACCIDENT WAS ESTIMATED TO BE 1977 POUNDS. THE LONGITUDINAL WRECKAGE DISTRIBUTION WAS MINIMAL, INDICATING SLOW FORWARD VELOCITY AT TREE IMPACT. THE ROTOR BLADES SHOWED ROTATIONAL ENERGY IMPACT SIGNATURES. AN EXAM OF THE ENGINE REVEALED EVIDENCE OF POWER PRODUCTION DURING IMPACT; NO PREIMPACT PART FAILURE/MALFUNCTION WAS FOUND. SUBSEQUENTLY, IT CRASHED AT AN ELEVATION OF APPROXIMATELY 8850 FEET AFTER IMPACTING TREES. WHILE RETURNING TO SALT LAKE CITY FROM THE SOUTHEAST, THE PILOT REPORTED SEEING THUNDERSTORMS IN THE AREA. THE TERRAIN ELEVATION ALONG THE FLIGHT PATH CHANGED FROM 7700 TO ABOUT 10,000 FEET. AT ABOUT 1843 MDT, THE HELICOPTER CHANGED COURSE AND PROCEEDED OVER MOUNTAINOUS TERRAIN WITH A MODE C ALTITUDE READOUT OF 9600 TO 9800 FEET MSL. PERFORMANCE EVALUATION SHOWED THAT WITH THESE CONDITIONS, THE HELICOPTER WOULD HAVE BEEN UNABLE TO MAINTAIN A HOVER OUT OF GROUND EFFECT.",0
"AN EXAM OF THE ENGINE REVEALED EVIDENCE OF POWER PRODUCTION DURING IMPACT; NO PREIMPACT PART FAILURE/MALFUNCTION WAS FOUND. WHILE RETURNING TO SALT LAKE CITY FROM THE SOUTHEAST, THE PILOT REPORTED SEEING THUNDERSTORMS IN THE AREA. THE TERRAIN ELEVATION ALONG THE FLIGHT PATH CHANGED FROM 7700 TO ABOUT 10,000 FEET. AT ABOUT 1843 MDT, THE HELICOPTER CHANGED COURSE AND PROCEEDED OVER MOUNTAINOUS TERRAIN WITH A MODE C ALTITUDE READOUT OF 9600 TO 9800 FEET MSL. SUBSEQUENTLY, IT CRASHED AT AN ELEVATION OF APPROXIMATELY 8850 FEET AFTER IMPACTING TREES. THE HELICOPTER BEGAN A DESCENT, ROUGHLY FOLLOWING A CANYON DRAINAGE AREA. PERFORMANCE EVALUATION SHOWED THAT WITH THESE CONDITIONS, THE HELICOPTER WOULD HAVE BEEN UNABLE TO MAINTAIN A HOVER OUT OF GROUND EFFECT. SHORTLY AFTER PASSING OVER TERRAIN NEAR 10,000 FEET, THE PILOT RADIOED A MAYDAY AND DECLARED THAT THE ENGINE WAS LOSING POWER. THE DENSITY ALTITUDE WAS ESTIMATED TO BE ABOUT 12,000 FEET, AND THE HELICOPTER'S GROSS WEIGHT AT THE TIME OF THE ACCIDENT WAS ESTIMATED TO BE 1977 POUNDS. THE ROTOR BLADES SHOWED ROTATIONAL ENERGY IMPACT SIGNATURES. THE LONGITUDINAL WRECKAGE DISTRIBUTION WAS MINIMAL, INDICATING SLOW FORWARD VELOCITY AT TREE IMPACT.",0
"THE HELICOPTER BEGAN A DESCENT, ROUGHLY FOLLOWING A CANYON DRAINAGE AREA. THE LONGITUDINAL WRECKAGE DISTRIBUTION WAS MINIMAL, INDICATING SLOW FORWARD VELOCITY AT TREE IMPACT. SUBSEQUENTLY, IT CRASHED AT AN ELEVATION OF APPROXIMATELY 8850 FEET AFTER IMPACTING TREES. THE DENSITY ALTITUDE WAS ESTIMATED TO BE ABOUT 12,000 FEET, AND THE HELICOPTER'S GROSS WEIGHT AT THE TIME OF THE ACCIDENT WAS ESTIMATED TO BE 1977 POUNDS. AN EXAM OF THE ENGINE REVEALED EVIDENCE OF POWER PRODUCTION DURING IMPACT; NO PREIMPACT PART FAILURE/MALFUNCTION WAS FOUND. WHILE RETURNING TO SALT LAKE CITY FROM THE SOUTHEAST, THE PILOT REPORTED SEEING THUNDERSTORMS IN THE AREA. THE TERRAIN ELEVATION ALONG THE FLIGHT PATH CHANGED FROM 7700 TO ABOUT 10,000 FEET. SHORTLY AFTER PASSING OVER TERRAIN NEAR 10,000 FEET, THE PILOT RADIOED A MAYDAY AND DECLARED THAT THE ENGINE WAS LOSING POWER. PERFORMANCE EVALUATION SHOWED THAT WITH THESE CONDITIONS, THE HELICOPTER WOULD HAVE BEEN UNABLE TO MAINTAIN A HOVER OUT OF GROUND EFFECT. THE ROTOR BLADES SHOWED ROTATIONAL ENERGY IMPACT SIGNATURES. AT ABOUT 1843 MDT, THE HELICOPTER CHANGED COURSE AND PROCEEDED OVER MOUNTAINOUS TERRAIN WITH A MODE C ALTITUDE READOUT OF 9600 TO 9800 FEET MSL.",0
"THE HELICOPTER BEGAN A DESCENT, ROUGHLY FOLLOWING A CANYON DRAINAGE AREA. SUBSEQUENTLY, IT CRASHED AT AN ELEVATION OF APPROXIMATELY 8850 FEET AFTER IMPACTING TREES. SHORTLY AFTER PASSING OVER TERRAIN NEAR 10,000 FEET, THE PILOT RADIOED A MAYDAY AND DECLARED THAT THE ENGINE WAS LOSING POWER. THE ROTOR BLADES SHOWED ROTATIONAL ENERGY IMPACT SIGNATURES. AN EXAM OF THE ENGINE REVEALED EVIDENCE OF POWER PRODUCTION DURING IMPACT; NO PREIMPACT PART FAILURE/MALFUNCTION WAS FOUND. AT ABOUT 1843 MDT, THE HELICOPTER CHANGED COURSE AND PROCEEDED OVER MOUNTAINOUS TERRAIN WITH A MODE C ALTITUDE READOUT OF 9600 TO 9800 FEET MSL. PERFORMANCE EVALUATION SHOWED THAT WITH THESE CONDITIONS, THE HELICOPTER WOULD HAVE BEEN UNABLE TO MAINTAIN A HOVER OUT OF GROUND EFFECT. THE TERRAIN ELEVATION ALONG THE FLIGHT PATH CHANGED FROM 7700 TO ABOUT 10,000 FEET. THE DENSITY ALTITUDE WAS ESTIMATED TO BE ABOUT 12,000 FEET, AND THE HELICOPTER'S GROSS WEIGHT AT THE TIME OF THE ACCIDENT WAS ESTIMATED TO BE 1977 POUNDS. THE LONGITUDINAL WRECKAGE DISTRIBUTION WAS MINIMAL, INDICATING SLOW FORWARD VELOCITY AT TREE IMPACT. WHILE RETURNING TO SALT LAKE CITY FROM THE SOUTHEAST, THE PILOT REPORTED SEEING THUNDERSTORMS IN THE AREA.",0
"THE LONGITUDINAL WRECKAGE DISTRIBUTION WAS MINIMAL, INDICATING SLOW FORWARD VELOCITY AT TREE IMPACT. SHORTLY AFTER PASSING OVER TERRAIN NEAR 10,000 FEET, THE PILOT RADIOED A MAYDAY AND DECLARED THAT THE ENGINE WAS LOSING POWER. THE DENSITY ALTITUDE WAS ESTIMATED TO BE ABOUT 12,000 FEET, AND THE HELICOPTER'S GROSS WEIGHT AT THE TIME OF THE ACCIDENT WAS ESTIMATED TO BE 1977 POUNDS. SUBSEQUENTLY, IT CRASHED AT AN ELEVATION OF APPROXIMATELY 8850 FEET AFTER IMPACTING TREES. AT ABOUT 1843 MDT, THE HELICOPTER CHANGED COURSE AND PROCEEDED OVER MOUNTAINOUS TERRAIN WITH A MODE C ALTITUDE READOUT OF 9600 TO 9800 FEET MSL. PERFORMANCE EVALUATION SHOWED THAT WITH THESE CONDITIONS, THE HELICOPTER WOULD HAVE BEEN UNABLE TO MAINTAIN A HOVER OUT OF GROUND EFFECT. AN EXAM OF THE ENGINE REVEALED EVIDENCE OF POWER PRODUCTION DURING IMPACT; NO PREIMPACT PART FAILURE/MALFUNCTION WAS FOUND. THE TERRAIN ELEVATION ALONG THE FLIGHT PATH CHANGED FROM 7700 TO ABOUT 10,000 FEET. WHILE RETURNING TO SALT LAKE CITY FROM THE SOUTHEAST, THE PILOT REPORTED SEEING THUNDERSTORMS IN THE AREA. THE HELICOPTER BEGAN A DESCENT, ROUGHLY FOLLOWING A CANYON DRAINAGE AREA. THE ROTOR BLADES SHOWED ROTATIONAL ENERGY IMPACT SIGNATURES.",0
"PERFORMANCE EVALUATION SHOWED THAT WITH THESE CONDITIONS, THE HELICOPTER WOULD HAVE BEEN UNABLE TO MAINTAIN A HOVER OUT OF GROUND EFFECT. WHILE RETURNING TO SALT LAKE CITY FROM THE SOUTHEAST, THE PILOT REPORTED SEEING THUNDERSTORMS IN THE AREA. THE TERRAIN ELEVATION ALONG THE FLIGHT PATH CHANGED FROM 7700 TO ABOUT 10,000 FEET. THE ROTOR BLADES SHOWED ROTATIONAL ENERGY IMPACT SIGNATURES. THE DENSITY ALTITUDE WAS ESTIMATED TO BE ABOUT 12,000 FEET, AND THE HELICOPTER'S GROSS WEIGHT AT THE TIME OF THE ACCIDENT WAS ESTIMATED TO BE 1977 POUNDS. SUBSEQUENTLY, IT CRASHED AT AN ELEVATION OF APPROXIMATELY 8850 FEET AFTER IMPACTING TREES. AT ABOUT 1843 MDT, THE HELICOPTER CHANGED COURSE AND PROCEEDED OVER MOUNTAINOUS TERRAIN WITH A MODE C ALTITUDE READOUT OF 9600 TO 9800 FEET MSL. SHORTLY AFTER PASSING OVER TERRAIN NEAR 10,000 FEET, THE PILOT RADIOED A MAYDAY AND DECLARED THAT THE ENGINE WAS LOSING POWER. THE LONGITUDINAL WRECKAGE DISTRIBUTION WAS MINIMAL, INDICATING SLOW FORWARD VELOCITY AT TREE IMPACT. THE HELICOPTER BEGAN A DESCENT, ROUGHLY FOLLOWING A CANYON DRAINAGE AREA. AN EXAM OF THE ENGINE REVEALED EVIDENCE OF POWER PRODUCTION DURING IMPACT; NO PREIMPACT PART FAILURE/MALFUNCTION WAS FOUND.",0
